"Order","Family","Genus","Binomial","Female2n","Sex.chromosome.system","Source"
"Rodentia","Cricetidae","Microtus","Microtus longicaudatus",64,"XY","Modi 1987"
"Rodentia","Cricetidae","Microtus","Microtus longicaudus",56,"XY","Modi 1987"
"Rodentia","Cricetidae","Microtus","Microtus majori",54,"XY","Sablina et al. (Unpublished)"
"Rodentia","Cricetidae","Microtus","Microtus mandarinus",48,"XY","Aniskin and Volobouev (Unpublished)"
"Rodentia","Cricetidae","Microtus","Microtus mandarinus mandarinus",NA,"complex XY","Blackmon 2019"
"Rodentia","Cricetidae","Microtus","Microtus maximowiczii",44,"XY","Sablina et al. (Unpublished)"
"Rodentia","Cricetidae","Microtus","Microtus mexicanus",48,"XY","Modi 1987"
"Rodentia","Cricetidae","Microtus","Microtus mongolicus",50,"XY","Sablina et al. (Unpublished)"
"Rodentia","Cricetidae","Microtus","Microtus montanus",24,"XY","Blackmon 2019"
"Rodentia","Cricetidae","Microtus","Microtus montebelli",30,"XY","Sablina et al. (Unpublished)"
"Rodentia","Cricetidae","Microtus","Microtus mujanensis",38,"XY","Lemskaya et al. 2010"
"Rodentia","Cricetidae","Microtus","Microtus nasarovi",42,"XY","Sablina et al. (Unpublished)"
"Rodentia","Cricetidae","Microtus","Microtus nova",54,"XY","Sablina et al. (Unpublished)"
"Rodentia","Cricetidae","Microtus","Microtus obscurus",46,"XY","Tougard et al. 2013"
"Rodentia","Cricetidae","Microtus","Microtus ochrogaster",54,"XY","Modi 1987"
"Rodentia","Cricetidae","Microtus","Microtus oeconomus",30,"XY","Modi 1987"
"Rodentia","Cricetidae","Microtus","Microtus oregoni",17,"complex XY","Modi 1987"
"Rodentia","Cricetidae","Microtus","Microtus pennsylvanicus",46,"XY","Modi 1987"
"Rodentia","Cricetidae","Microtus","Microtus pennsylvanicus pennsylvanicus",46,"XY","Blackmon 2019"
"Rodentia","Cricetidae","Microtus","Microtus pinetorum",62,"XY","Modi 1987"
"Rodentia","Cricetidae","Microtus","Microtus qazvinensis",54,"XY","Sablina et al. (Unpublished)"
"Rodentia","Cricetidae","Microtus","Microtus richardsoni",56,"XY","Modi 1987"
"Rodentia","Cricetidae","Microtus","Microtus rossiaemeridonalis",54,"XY","Sablina et al. (Unpublished)"
"Rodentia","Cricetidae","Microtus","Microtus sachalinensis",50,"XY","Sablina et al. (Unpublished)"
"Rodentia","Cricetidae","Microtus","Microtus savii",54,"XY","Romanenko (Unpublished)"
"Rodentia","Cricetidae","Microtus","Microtus schelkovnikovi",54,"XY","Sablina et al. (Unpublished)"
"Rodentia","Cricetidae","Microtus","Microtus schidlovskii",60,"XY","Sablina et al. (Unpublished)"
"Rodentia","Cricetidae","Microtus","Microtus socialis",62,"XY","Lemskaya e al. 2010"
"Rodentia","Cricetidae","Microtus","Microtus socialis schiddlovskii",60,"XY","Sablina et al. (Unpublished)"
"Rodentia","Cricetidae","Microtus","Microtus subterraneus",54,"XY","Sablina et al. (Unpublished)"
"Rodentia","Cricetidae","Microtus","Microtus subterraneus",52,"XY","Sablina et al. (Unpublished)"
"Rodentia","Cricetidae","Microtus","Microtus townsendii",50,"XY","Modi 1987"
"Rodentia","Cricetidae","Microtus","Microtus transcaspicus",52,"XY","Sablina et al. (Unpublished)"
"Rodentia","Cricetidae","Myodes","Myodes californicus",56,"XY","Modi 1987"
"Rodentia","Cricetidae","Myodes","Myodes centralis",56,"XY","Sokolov et al. 1990"
"Rodentia","Cricetidae","Myodes","Myodes gapperi",56,"XY","Modi 1987"
"Rodentia","Cricetidae","Myodes","Myodes glareolus",56,"XY","Sokolov et al. 1990"
"Rodentia","Cricetidae","Myodes","Myodes imaizumi",56,"XY","Blackmon 2019"
"Rodentia","Cricetidae","Myodes","Myodes niigatae",56,"XY","Blackmon 2019"
"Rodentia","Cricetidae","Myodes","Myodes regulus",56,"XY","Sablina et al. (Unpublished)"
"Rodentia","Cricetidae","Myodes","Myodes rufocanus",56,"XY","Sokolov et al. 1990"
"Rodentia","Cricetidae","Myodes","Myodes rutilus",56,"XY","Romanenko et al. 2016"
"Rodentia","Cricetidae","Myodes","Myodes sikotanensis",56,"XY","Sokolov et al. 1990"
"Rodentia","Cricetidae","Myopus","Myopus schisticolor",NA,"complex XY","Blackmon 2019"
"Rodentia","Cricetidae","Neacomys","Neacomys dubosti",64,"XY","Da Silva et al. 2015"
"Rodentia","Cricetidae","Neacomys","Neacomys paracou",56,"XY","Da Silva et al. 2015"
"Rodentia","Cricetidae","Neacomys","Neacomys sp. 1",58,"XY","Da Silva et al. 2015"
"Rodentia","Cricetidae","Necromys","Necromys lasiurus",34,"XY","Hass et al. 2008"
"Rodentia","Cricetidae","Neofiber","Neofiber alleni",52,"XY","Modi 1987"
"Rodentia","Cricetidae","Neotoma","Neotoma albigula",52,"XY","Mascarello et al. 1974"
"Rodentia","Cricetidae","Neotoma","Neotoma cinerea",54,"XY","Blackmon 2019"
"Rodentia","Cricetidae","Neotoma","Neotoma floridana",52,"XY","Blackmon 2019"
"Rodentia","Cricetidae","Neotoma","Neotoma mexicana",52,"XY","Blackmon 2019"
"Rodentia","Cricetidae","Neotoma","Neotoma micropus",52,"XY","Mascarello et al. 1974"
"Rodentia","Cricetidae","Neotoma","Neotoma stephensi",52,"XY","Blackmon 2019"
"Rodentia","Cricetidae","Neotomodon","Neotomodon alstoni",48,"XY","Blackmon 2019"
"Rodentia","Cricetidae","Ochrotomys","Ochrotomys nuttalli",52,"XY","Blackmon 2019"
"Rodentia","Cricetidae","Oecomys","Oecomys paricola",68,"XY","Rosa et al. 2012"
"Rodentia","Cricetidae","Oecomys","Oecomys paricola",70,"XY","Rosa et al. 2012"
"Rodentia","Cricetidae","Oligoryzomys","Oligoryzomys flavescens",66,"XY","Aniskin and Volobouev 1999"
"Rodentia","Cricetidae","Oligoryzomys","Oligoryzomys flavescens",64,"XY","Hass et al. 2008"
"Rodentia","Cricetidae","Oligoryzomys","Oligoryzomys microtis",64,"XY","Aniskin and Volobouev 1999"
"Rodentia","Cricetidae","Ondatra","Ondatra zibethica",54,"XY","Lemskaya (Unpublished)"
"Rodentia","Cricetidae","Onychomys","Onychomys leucogaster",48,"XY","Blackmon 2019"
"Rodentia","Cricetidae","Onychomys","Onychomys torridus",48,"XY","Blackmon 2019"
"Rodentia","Cricetidae","Oryzomys","Oryzomys megacephalus",54,"XY","Volobouev and Aniskin 2000"
"Rodentia","Cricetidae","Oryzomys","Oryzomys nitidus",80,"XY","Volobouev and Aniskin 2000"
"Rodentia","Cricetidae","Oryzomys","Oryzomys palustris",56,"XY","Blackmon 2019"
"Rodentia","Cricetidae","Oryzomys","Oryzomys yunganus",58,"XY","Volobouev and Aniskin 2000a"
"Rodentia","Cricetidae","Ototylomys","Ototylomys phyllotis",48,"XY","Blackmon 2019"
"Rodentia","Cricetidae","Peromyscus","Peromyscus boylii",48,"XY","Greenbaum et al. 1994"
"Rodentia","Cricetidae","Peromyscus","Peromyscus californicus",48,"XY","Blackmon 2019"
"Rodentia","Cricetidae","Peromyscus","Peromyscus eremicus",48,"XY","Romanenko et al. 2007"
"Rodentia","Cricetidae","Peromyscus","Peromyscus floridanus",48,"XY","Blackmon 2019"
"Rodentia","Cricetidae","Peromyscus","Peromyscus gossypinus",48,"XY","Blackmon 2019"
"Rodentia","Cricetidae","Peromyscus","Peromyscus malanophyrys",48,"XY","Blackmon 2019"
"Rodentia","Cricetidae","Peromyscus","Peromyscus maniculatus",48,"XY","Greenbaum et al. 1994"
"Rodentia","Cricetidae","Peromyscus","Peromyscus ochraventer",48,"XY","Blackmon 2019"
"Rodentia","Cricetidae","Peromyscus","Peromyscus polionotus",48,"XY","Blackmon 2019"
"Rodentia","Cricetidae","Peromyscus","Peromyscus truei",48,"XY","Greenbaum et al. 1994"
"Rodentia","Cricetidae","Phenacomys","Phenacomys intermedius",56,"XY","Modi (Unpublished)"
"Rodentia","Cricetidae","Phenacomys","Phenacomys longicaudus",52,"XY","Blackmon 2019"
"Rodentia","Cricetidae","Phodopus","Phodopus roborovskii",34,"XY","Romanenko et al. 2007"
"Rodentia","Cricetidae","Phodopus","Phodopus sungorus",28,"XY","Romanenko et al. 2007"
"Rodentia","Cricetidae","Phodopus","Phodopus sungorus campbelli",28,"XY","Romanenko et al. 2007"
"Rodentia","Cricetidae","Phodopus","Phodopus sungorus sungorus",28,"XY","Radjabli et al. (Unpublished)"
"Rodentia","Cricetidae","Pitymys","Pitymys mariae",62,"XY","Blackmon 2019"
"Rodentia","Cricetidae","Pitymys","Pitymys thomasi",44,"XY","Blackmon 2019"
"Rodentia","Cricetidae","Prometheomys","Prometheomys schaposchnikowi",56,"XY","Sablina et al. (Unpublished)"
"Rodentia","Cricetidae","Reithrodontomys","Reithrodontomys fulvescens",50,"XY","Blackmon 2019"
"Rodentia","Cricetidae","Reithrodontomys","Reithrodontomys megalotis",42,"XY","Blackmon 2019"
"Rodentia","Cricetidae","Salinomys","Salinomys delicatus",18,"complex XY","Blackmon 2019"
"Rodentia","Cricetidae","Sigmodon","Sigmodon arizonae",22,"XY","Swier et al. 2009"
"Rodentia","Cricetidae","Sigmodon","Sigmodon fulviventer",30,"XY","Swier et al. 2009"
"Rodentia","Cricetidae","Sigmodon","Sigmodon hispidus",52,"XY","Blackmon 2019"
"Rodentia","Cricetidae","Sigmodon","Sigmodon mascotensis",28,"XY","Swier et al. 2009"
"Rodentia","Cricetidae","Sigmodon","Sigmodon minimus",30,"XY","Blackmon 2019"
"Rodentia","Cricetidae","Synaptomys","Synaptomys cooperi",50,"XY","Modi 1987"
"Rodentia","Cricetidae","Thaptomys","Thaptomys nigrita",52,"XY","Hass et al. 2008"
"Rodentia","Cricetidae","Tscherskia","Tscherskia triton",28,"XY","Romanenko et al. 2007"
"Rodentia","Cricetidae","Tylomys","Tylomys nudicaudus",42,"XY","Blackmon 2019"
"Rodentia","Cricetidae","Tylomys","Tylomys panamensis",52,"XY","Blackmon 2019"
"Rodentia","Ctenodactylidae","Ctenodactylus","Ctenodactylus gundi",40,"XY","George 1979"
"Rodentia","Ctenodactylidae","Ctenodactylus","Ctenodactylus vali",40,"XY","George 1979"
"Rodentia","Ctenodactylidae","Felovia","Felovia vae",36,"XY","George 1979"
"Rodentia","Ctenodactylidae","Massoutiera","Massoutiera mzabi",36,"XY","George 1979"
"Rodentia","Ctenodactylidae","Pectinator","Pectinator spekei",40,"XY","George 1979"
"Rodentia","Ctenomyidae","Ctenomys","Ctenomys fulvus",26,"XY","Gallardo 1979"
"Rodentia","Ctenomyidae","Ctenomys","Ctenomys magellanicus magellanicus",34,"XY","Gallardo 1979"
"Rodentia","Ctenomyidae","Ctenomys","Ctenomys maulinus brunneus",26,"XY","Gallardo 1979"
"Rodentia","Ctenomyidae","Ctenomys","Ctenomys maulinus maulinus",26,"XY","Gallardo 1979"
"Rodentia","Ctenomyidae","Ctenomys","Ctenomys opimus",26,"XY","Gallardo 1979"
"Rodentia","Ctenomyidae","Ctenomys","Ctenomys rionegrensis",50,"XY","L. Garcia et al. 2002"
"Rodentia","Ctenomyidae","Ctenomys","Ctenomys robustus",26,"XY","Gallardo 1979"
"Rodentia","Ctenomyidae","Ctenomys","Ctenomys talarum",48,"XY","L. Garcia et al. 2002"
"Rodentia","Dasyproctidae","Dasyprocta","Dasyprocta agouti",64,"XY","Blackmon 2019"
"Rodentia","Dasyproctidae","Dasyprocta","Dasyprocta fuliginosa",64,"XY","Ramos et al. 2003"
"Rodentia","Dasyproctidae","Myoprocta","Myoprocta acouchi",62,"XY","Blackmon 2019"
"Rodentia","Diatomyidae","Laonastes","Laonastes aenigmamus",40,"XY","Richard et al. 2016"
"Rodentia","Dinomyidae","Dinomys","Dinomys branickii",58,"XY","CRES San Diego (Unpublished)"
"Rodentia","Dipodidae","Sicista","Sicista betulina",32,"XY","Kovalskaya et al. 2011"
"Rodentia","Dipodidae","Sicista","Sicista napaea",42,"XY","Graphodatsky (Unpublished)"
"Rodentia","Dipodidae","Sicista","Sicista severtzovi",26,"XY","Kovalskaya et al. 2011"
"Rodentia","Dipodidae","Sicista","Sicista strandi",44,"XY","Kovalskaya et al. 2011"
"Rodentia","Dipodidae","Sicista","Sicista subtilis nordmanni",26,"XY","Kovalskaya et al. 2011"
"Rodentia","Dipodidae","Sicista","Sicista subtilis subtilis",24,"XY","Kovalskaya et al. 2011"
"Rodentia","Echimyidae","Dactylomys","Dactylomys dactylinus",96,"XY","Aniskin 1993"
"Rodentia","Echimyidae","Dactylomys","Dactylomys dactylinus",94,"XY","Aniskin 1993"
"Rodentia","Echimyidae","Isothrix","Isothrix sinnamariensis",28,"XY","Vie et al. 1996"
"Rodentia","Echimyidae","Lonchothrix","Lonchothrix emiliae",62,"XY","Aniskin 1994b"
"Rodentia","Echimyidae","Lonchothrix","Lonchothrix emiliae",60,"XY","Aniskin 1994b"
"Rodentia","Echimyidae","Myocastor","Myocastor coypus",42,"XY","Biltueva and Graphodatsky (Unpublished)"
"Rodentia","Echimyidae","Proechimys","Proechimys brevicauda",28,"XY","Aniskin 1994b"
"Rodentia","Echimyidae","Proechimys","Proechimys goeldii",24,"complex XY","Rodrigues Da Costa et al. 2016"
"Rodentia","Echimyidae","Proechimys","Proechimys goeldii",26,"complex XY","Rodrigues Da Costa et al. 2016"
"Rodentia","Echimyidae","Proechimys","Proechimys longicaudatus",16,"complex XY","Amaral et al. 2013"
"Rodentia","Echimyidae","Proechimys","Proechimys roberti",30,"XY","Ribeiro et al. 2011"
"Rodentia","Echimyidae","Proechimys","Proechimys semispinosus",30,"XY","Blackmon 2019"
"Rodentia","Echimyidae","Proechimys","Proechimys simonsi",32,"XY","Aniskin 1994b"
"Rodentia","Echimyidae","Proechimys","Proechimys sp.1",30,"XY","Aniskin 1994b"
"Rodentia","Echimyidae","Proechimys","Proechimys sp.2",34,"XY","Aniskin 1994b"
"Rodentia","Echimyidae","Proechimys","Proechimys steerei",24,"XY","Aniskin 1994b"
"Rodentia","Erethizontidae","Chaetomys","Chaetomys subspinosus",52,"XY","Vilela et al. 2009"
"Rodentia","Erethizontidae","Erethizon","Erethizon dorsatum",42,"XY","Blackmon 2019"
"Rodentia","Erethizontidae","Sphiggurus","Sphiggurus villosus",42,"XY","Bonvicino et al. 2000"
"Rodentia","Geomyidae","Geomys","Geomys attwateri",70,"XY","Smolen and Bickham 1994"
"Rodentia","Geomyidae","Thomomys","Thomomys talpoides",48,"XY","Thaeler Jr. 1974"
"Rodentia","Geomyidae","Thomomys","Thomomys talpoides attenuatus",48,"XY","Thaeler Jr. 1968"
"Rodentia","Geomyidae","Thomomys","Thomomys talpoides pygmaeus",48,"XY","Thaeler Jr. 1968"
"Rodentia","Gliridae","Dryomys","Dryomys nitedula",48,"XY","Graphodatsky (Unpublished)"
"Rodentia","Gliridae","Eliomys","Eliomys melanurus",48,"XY","Sannier et al. 2011"
"Rodentia","Gliridae","Eliomys","Eliomys quercinus",48,"XY","Graphodatsky (Unpublished)"
"Rodentia","Gliridae","Glis","Glis glis",62,"XY","Graphodatsky (Unpublished)"
"Rodentia","Gliridae","Muscardinus","Muscardinus avellanarius",46,"XY","Graphodatsky (Unpublished)"
"Rodentia","Gliridae","Myomimus","Myomimus personatus",44,"XY","Graphodatsky (Unpublished)"
"Rodentia","Heterocephalidae","Heterocephalus","Heterocephalus glaber",60,"XY","Romanenko (Unpublished)"
"Rodentia","Heteromyidae","Dipodomys","Dipodomys agilis",60,"XY","Blackmon 2019"
"Rodentia","Heteromyidae","Dipodomys","Dipodomys deserti",64,"XY","Blackmon 2019"
"Rodentia","Heteromyidae","Dipodomys","Dipodomys elator",72,"XY","Blackmon 2019"
"Rodentia","Heteromyidae","Dipodomys","Dipodomys elephantinus",60,"XY","Blackmon 2019"
"Rodentia","Heteromyidae","Dipodomys","Dipodomys graviceps",70,"XY","Blackmon 2019"
"Rodentia","Heteromyidae","Dipodomys","Dipodomys heermanni",52,"XY","Blackmon 2019"
"Rodentia","Heteromyidae","Dipodomys","Dipodomys ingens",64,"XY","Blackmon 2019"
"Rodentia","Heteromyidae","Dipodomys","Dipodomys merriami",52,"XY","Mascarello et al. 1974"
"Rodentia","Heteromyidae","Dipodomys","Dipodomys microps",60,"XY","Blackmon 2019"
"Rodentia","Heteromyidae","Dipodomys","Dipodomys nelsoni",72,"XY","Blackmon 2019"
"Rodentia","Heteromyidae","Dipodomys","Dipodomys nitratoides",54,"XY","Blackmon 2019"
"Rodentia","Heteromyidae","Dipodomys","Dipodomys ordii largus",74,"XY","Blackmon 2019"
"Rodentia","Heteromyidae","Dipodomys","Dipodomys ornatus",72,"XY","Blackmon 2019"
"Rodentia","Heteromyidae","Dipodomys","Dipodomys panamintinus",64,"XY","Blackmon 2019"
"Rodentia","Heteromyidae","Dipodomys","Dipodomys spectabilis",72,"XY","Blackmon 2019"
"Rodentia","Heteromyidae","Dipodomys","Dipodomys stephensi",70,"XY","Blackmon 2019"
"Rodentia","Heteromyidae","Dipodomys","Dipodomys venustus",60,"XY","Blackmon 2019"
"Rodentia","Heteromyidae","Liomys","Liomys pictus",48,"XY","Blackmon 2019"
"Rodentia","Heteromyidae","Liomys","Liomys salvini",56,"XY","Blackmon 2019"
"Rodentia","Heteromyidae","Perognathus","Perognathus goldmani",42,"XY","Blackmon 2019"
"Rodentia","Heteromyidae","Perognathus","Perognathus intermedius",46,"XY","Blackmon 2019"
"Rodentia","Heteromyidae","Perognathus","Perognathus penicillatus",46,"XY","Blackmon 2019"
"Rodentia","Heteromyidae","Perognathus","Perognathus spinatus",44,"XY","Blackmon 2019"
"Rodentia","Hystricidae","Hystrix","Hystrix indica",66,"XY","Romanenko (Unpublished)"
"Rodentia","Muridae","Acomys","Acomys cahirinus-1",36,"XY","Blackmon 2019"
"Rodentia","Muridae","Acomys","Acomys cahirinus-2",38,"XY","Blackmon 2019"
"Rodentia","Muridae","Acomys","Acomys dimidiatus",38,"XY","Romanenko (Unpublished)"
"Rodentia","Muridae","Apodemus","Apodemus agrarius",48,"XY","Sablina et al. (Unpublished)"
"Rodentia","Muridae","Apodemus","Apodemus flavicolis",50,"XY","Blackmon 2019"
"Rodentia","Muridae","Apodemus","Apodemus flavicolis",48,"XY","Sablina et al. (Unpublished)"
"Rodentia","Muridae","Apodemus","Apodemus mystaconus",48,"XY","Sablina et al. (Unpublished)"
"Rodentia","Muridae","Apodemus","Apodemus peninsulae",48,"XY","Sablina et al. (Unpublished)"
"Rodentia","Muridae","Apodemus","Apodemus speciosus",48,"XY","Blackmon 2019"
"Rodentia","Muridae","Apodemus","Apodemus sylvaticus",48,"XY","Stanyon et al. 2004"
"Rodentia","Muridae","Apodemus","Apodemus uralensis",48,"XY","Volobouev and Aniskin (Unpublished)"
"Rodentia","Muridae","Archboldomys","Archboldomys luzonensis",26,"XY","Rickart and Heany 2002"
"Rodentia","Muridae","Arvicanthis","Arvicanthis ansorgei",62,"XY","Volobouev et al. 2002b"
"Rodentia","Muridae","Arvicanthis","Arvicanthis niloticus-cytotype 1A",62,"XY","Volobouev et al. 2002b"
"Rodentia","Muridae","Arvicanthis","Arvicanthis niloticus-cytotype 1B",62,"XY","Volobouev et al. 2002b"
"Rodentia","Muridae","Arvicanthis","Arvicanthis rufinus",62,"XY","Volobouev et al. 2002b"
"Rodentia","Muridae","Arvicanthis","Arvicanthis sp.",58,"XY","Volobouev et al. 2002b"
"Rodentia","Muridae","Bandicota","Bandicota bengalensis",42,"XY","Blackmon 2019"
"Rodentia","Muridae","Bandicota","Bandicota indica",42,"XY","Blackmon 2019"
"Rodentia","Muridae","Celaenomys","Celaenomys silaceus",44,"XY","Rickart and Heany 2002"
"Rodentia","Muridae","Chrotomys","Chrotomys silaceus",44,"XY","Rickart and Heany 2002"
"Rodentia","Muridae","Crunomys","Crunomys suncoides",36,"XY","Rickart and Heany 2002"
"Rodentia","Muridae","Dasymys","Dasymys incomtus",36,"XY","Volobouev et al. 2000"
"Rodentia","Muridae","Dasymys","Dasymys rufulus",36,"XY","Volobouev et al. 2000"
"Rodentia","Muridae","Gerbillurus","Gerbillurus gambianus",52,"XY","Volobouev et al. 2007"
"Rodentia","Muridae","Gerbillurus","Gerbillurus guineae",50,"XY","Volobouev et al. 2007"
"Rodentia","Muridae","Gerbillurus","Gerbillurus kempi",48,"XY","Volobouev et al. 2007"
"Rodentia","Muridae","Gerbillurus","Gerbillurus leucogaster",40,"XY","Volobouev et al. 2007"
"Rodentia","Muridae","Gerbillurus","Gerbillurus robustus",36,"XY","Volobouev et al. 2007"
"Rodentia","Muridae","Gerbillurus","Gerbillurus sp.",46,"XY","Volobouev et al. 2007"
"Rodentia","Muridae","Gerbillurus","Gerbillurus tytonis",36,"XY","Volobouev et al. 2007"
"Rodentia","Muridae","Gerbillus","Gerbillus cheesmani",38,"XY","Blackmon 2019"
"Rodentia","Muridae","Gerbillus","Gerbillus occiduus",40,"XY","Aniskin et al. 2006"
"Rodentia","Muridae","Gerbillus","Gerbillus perpallidus",40,"XY","Aniskin et al. 2006"
"Rodentia","Muridae","Gerbillus","Gerbillus pyramidum",38,"XY","Aniskin et al. 2006"
"Rodentia","Muridae","Gerbillus","Gerbillus rupicola",52,"XY","Granjon et al. 2002"
"Rodentia","Muridae","Gerbillus","Gerbillus tarabuli",40,"XY","Aniskin et al. 2006"
"Rodentia","Muridae","Hapalomys","Hapalomys delacouri",48,"XY","Badenhort et al. 2012"
"Rodentia","Muridae","Lemniscomys","Lemniscomys barbarus",54,"XY","Romanenko (Unpublished)"
"Rodentia","Muridae","Leopoldamys","Leopoldamys edwarsi",44,"XY","Sablina et al. (Unpublished)"
"Rodentia","Muridae","Lophuromys","Lophuromys brevicaudus",68,"XY","Aniskin et al. 1997a"
"Rodentia","Muridae","Lophuromys","Lophuromys chrysopus",54,"XY","Aniskin et al. 1997a"
"Rodentia","Muridae","Lophuromys","Lophuromys melanonyx",60,"XY","Aniskin et al. 1997a"
"Rodentia","Muridae","Mastomys","Mastomys awashensis",32,"XY","Volobouev et al. 2002a"
"Rodentia","Muridae","Mastomys","Mastomys coucha",36,"XY","Romanenko (Unpublished)"
"Rodentia","Muridae","Mastomys","Mastomys erythroleucus",38,"XY","Volobouev et al. 2002a"
"Rodentia","Muridae","Mastomys","Mastomys huberti",32,"XY","Volobouev et al. 2002a"
"Rodentia","Muridae","Mastomys","Mastomys kollmanspergeri",38,"XY","Volobouev et al. 2002a"
"Rodentia","Muridae","Mastomys","Mastomys natalensis",32,"XY","Volobouev et al. 2002a"
"Rodentia","Muridae","Maxomys","Maxomys surifer",52,"XY","Badenhorst et al. 2011"
"Rodentia","Muridae","Meriones","Meriones crassus",58,"XY","Darvish and Volobouev (Unpublished)"
"Rodentia","Muridae","Meriones","Meriones hurrianae",40,"XY","Blackmon 2019"
"Rodentia","Muridae","Meriones","Meriones libycus",44,"XY","Darvish and Volobouev (Unpublished)"
"Rodentia","Muridae","Meriones","Meriones meridianus",50,"XY","Romanenko (Unpublished)"
"Rodentia","Muridae","Meriones","Meriones persicus",42,"XY","Darvish and Volobouev (Unpublished)"
"Rodentia","Muridae","Meriones","Meriones rex",38,"XY","Darvish and Volobouev (Unpublished)"
"Rodentia","Muridae","Meriones","Meriones shawi",44,"XY","Blackmon 2019"
"Rodentia","Muridae","Meriones","Meriones unguiculatus",44,"XY","Darvish and Volobouev (Unpublished)"
"Rodentia","Muridae","Mus","Mus cervicolor",38,"XY","Blackmon 2019"
"Rodentia","Muridae","Mus","Mus macedonicus",40,"XY","Ivanitskaya et al. 1996"
"Rodentia","Muridae","Mus","Mus mahomet",36,"XY","Aniskin et al. 1998"
"Rodentia","Muridae","Mus","Mus mattheyi",36,"XY","Veyrunes et al. 2006"
"Rodentia","Muridae","Mus","Mus minutoides",18,"XY","Veyrunes et al. 2004"
"Rodentia","Muridae","Mus","Mus minutoides",34,"XY","Animal Karyotype Book 2020"
"Rodentia","Muridae","Mus","Mus minutoides",38,"complex XY","Animal Karyotype Book 2020"
"Rodentia","Muridae","Mus","Mus musculoides",18,"complex XY","Blackmon 2019"
"Rodentia","Muridae","Mus","Mus musculus",40,"XY","Adler 1994"
"Rodentia","Muridae","Mus","Mus pahari",48,"XY","Veyrunes et al. 2006"
"Rodentia","Muridae","Mus","Mus poschiavinus",26,"XY","Blackmon 2019"
"Rodentia","Muridae","Nesokia","Nesokia indica",42,"XY","Sablina et al. (Unpublished)"
"Rodentia","Muridae","Niviventer","Niviventer confucianus",46,"XY","Aniskin and Volobouev (Unpublished)"
"Rodentia","Muridae","Otomys","Otomys irroratus",28,"XY","Engelbrecht et al. 2006"
"Rodentia","Muridae","Phloeomys","Phloeomys cumingi",44,"XY","Rickart and Heany 2002"
"Rodentia","Muridae","Praomys","Praomys daltoni",36,"XY","Volobouev et al. 2002a"
"Rodentia","Muridae","Psammomys","Psammomys obesus",48,"XY","Blackmon 2019"
"Rodentia","Muridae","Rattus","Rattus agentiventer",42,"XY","Blackmon 2019"
"Rodentia","Muridae","Rattus","Rattus exulans",42,"XY","Blackmon 2019"
"Rodentia","Muridae","Rattus","Rattus flavipectus",46,"XY","Sablina et al. (Unpublished)"
"Rodentia","Muridae","Rattus","Rattus mindanensis",42,"XY","Blackmon 2019"
"Rodentia","Muridae","Rattus","Rattus natalensis",36,"XY","Blackmon 2019"
"Rodentia","Muridae","Rattus","Rattus nitidus",42,"XY","Blackmon 2019"
"Rodentia","Muridae","Rattus","Rattus norvegicus",42,"XY","Nilson et al. 2001"
"Rodentia","Muridae","Rattus","Rattus rattus",38,"XY","Cavagna et al. 2002"
"Rodentia","Muridae","Rattus","Rattus tanezumi",42,"XY","Aniskin and Volobouev (Unpublished)"
"Rodentia","Muridae","Rhabdomys","Rhabdomys pumilio",46,"XY","Rambau and Robinson 2003"
"Rodentia","Muridae","Rhombomys","Rhombomys opimus",40,"XY","Romanenko (Unpublished)"
"Rodentia","Muridae","Stenocephalemys","Stenocephalemys albipes",46,"XY","Lavrenchenko et al. 2001"
"Rodentia","Muridae","Stenocephalemys","Stenocephalemys albocaudata",54,"XY","Lavrenchenko et al. 2001"
"Rodentia","Muridae","Stenocephalemys","Stenocephalemys griseicauda",54,"XY","Lavrenchenko et al. 2001"
"Rodentia","Muridae","Tatera","Tatera nigricauda",40,"XY","Qumsiyeh 1986"
"Rodentia","Muridae","Taterillus","Taterillus arenarius",30,"complex XY","Blackmon 2019"
"Rodentia","Muridae","Taterillus","Taterillus arenarius",34,"complex XY","Volobouev and Granjon 1996"
"Rodentia","Muridae","Taterillus","Taterillus congicus",54,"XY","Dobigny 2002"
"Rodentia","Muridae","Taterillus","Taterillus petteri",18,"complex XY","Dobigny 2002"
"Rodentia","Muridae","Taterillus","Taterillus pygargus",22,"complex XY","Blackmon 2019"
"Rodentia","Muridae","Taterillus","Taterillus sp. 3",20,"XY","Volobouev and Aniskin (Unpublished)"
"Rodentia","Muridae","Taterillus","Taterillus sp. 4",19,"complex XY","Volobouev and Aniskin (Unpublished)"
"Rodentia","Muridae","Taterillus","Taterillus sp.1",22,"complex XY","Dobigny et al. 2002"
"Rodentia","Muridae","Taterillus","Taterillus sp.2",38,"complex XY","Dobigny et al. 2002"
"Rodentia","Muridae","Taterillus","Taterillus tranieri",14,"complex XY","Dobigny et al. 2003"
"Rodentia","Muridae","Tokudaia","Tokudaia osimensis osimensis",25,"XO","Blackmon 2019"
"Rodentia","Muridae","Tokudaia","Tokudaia osimensis spp",45,"XO","Blackmon 2019"
"Rodentia","Muridae","Vandeleuria","Vandeleuria oleracea",29,"complex XY","Raman 1976"
"Rodentia","Nesomyidae","Cricetomys","Cricetomys emini",80,"XY","S. Romanenko (Unpublished)"
